Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Neptune,"3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120817875/neptune,4.0,-1,"Trad, Aid","5.10 A4",22,3000,37.72954,-119.63438
"Devil Waves","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118692750/devil-waves,4.0,-1,Sport,5.11b,1,120,37.74873,-119.57265
"Rock Neurotic","Southeast Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111207056/rock-neurotic,4.0,-1,Sport,"5.11a R",1,120,37.72855,-119.63636
"The Hourglass, Right","6. The Hourglass > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107438296/the-hourglass-right,4.0,-1,Trad,5.10a,3,350,37.73437,-119.64593
"Quo Vadis","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106683500/quo-vadis,4.0,-1,"Trad, Aid","5.9+ A4+",22,3000,37.73051,-119.63828
Ephemeron,"3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114404271/ephemeron,4.0,-1,"Trad, Aid","5.10 A4",22,3000,37.72954,-119.63438
Resist!,"5. Ribbon Falls Amphitheater > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117955384/resist,4.0,-1,"Trad, Aid","5.7 A2+",8,1100,37.73456,-119.64807
"Direct Action","5. Ribbon Falls Amphitheater > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118358521/direct-action,4.0,-1,"Trad, Aid","5.7 A4",7,1150,37.73456,-119.64807
"Peter Left","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107436581/peter-left,4.0,-1,Trad,5.10b,2,190,37.73009,-119.63786
"Maps and Legends","Lehamite Falls > F. Indian Canyon > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113456421/maps-and-legends,4.0,-1,Trad,5.11c/d,1,120,37.75902,-119.58155
"Lost Arrow Chimney","Lost Arrow Spire > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107871190/lost-arrow-chimney,3.6,-1,Trad,5.10a,10,1100,37.75604,-119.5941
"Swan Slab Squeeze","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105955755/swan-slab-squeeze,2.1,-1,"Trad, TR",5.7,1,40,37.74499,-119.5999
"Proud Snapper","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107094379/proud-snapper,3.1,-1,Trad,5.10b,1,90,37.72843,-119.62458
"Eagle's Way","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117712929/eagles-way,3.6,-1,"Trad, Aid","5.8 A3",14,1700,37.72954,-119.63438
"The Rambler","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109541615/the-rambler,3.8,-1,Trad,"5.10d R",5,500,37.74702,-119.56893
"West Face","3. Rixon's Pinnacle > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107414775/west-face,3.0,-1,Trad,5.10c,5,500,37.73704,-119.61
"Little Wing","4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105877713/little-wing,3.2,-1,Trad,5.10d,1,100,37.7263,-119.64275
"Maxine's Wall","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108697120/maxines-wall,2.2,-1,Trad,5.10c,4,500,37.74873,-119.57265
"Sparkling Give-away","Little John and La Cosita > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106007493/sparkling-give-away,2.5,-1,"Trad, Sport",5.11a,1,70,37.72953,-119.63752
"West Buttress (pitch 1&2)","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107416757/west-buttress-pitch-12,3.5,-1,Trad,5.10a,2,300,37.73009,-119.63786
"La Escuela","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107063747/la-escuela,2.5,-1,Trad,5.11b,3,220,37.73009,-119.63786
"Lost in America","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/116185557/lost-in-america,3.7,-1,"Trad, Aid","5.10a A4-",16,1835,37.72954,-119.63438
Firefingers,"Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105939113/firefingers,3.4,-1,Trad,"5.11b/c R",2,250,37.74873,-119.57265
"Wall of Early Morning Light","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117930953/wall-of-early-morning-light,3.5,-1,"Trad, Aid","5.9 A2+",24,2800,37.72954,-119.63438
"Warm Up Crack","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107095297/warm-up-crack,2.1,-1,Trad,5.10a,1,60,37.72843,-119.62458
"Pine stein","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121906105/pine-stein,2.8,-1,Sport,5.9-,1,35,37.72875,-119.63724
"Crystalline Passage","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106761804/crystalline-passage,2.9,-1,Sport,5.10b,1,120,37.72843,-119.62458
"Deja Thorus","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106000302/deja-thorus,2.2,-1,"Trad, TR",5.10a,1,120,37.74908,-119.58015
"Knuckle Buster","Lehamite Falls > F. Indian Canyon > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113456372/knuckle-buster,3.5,-1,Trad,5.10b/c,1,100,37.75902,-119.58155
"Slab Happy Pinnacle Left","4. Slab Happy Pinnacle > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106789155/slab-happy-pinnacle-left,3.5,-1,Trad,5.11a,3,400,37.73113,-119.62451
"Peter Pan","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107414798/peter-pan,3.4,-1,Trad,5.9,3,300,37.73009,-119.63786
"Doggie Diversions","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107027055/doggie-diversions,2.4,-1,Trad,5.9,1,100,37.74268,-119.60709
"Hawkman's Escape","2. Lower Brother > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113906469/hawkmans-escape,3.4,-1,Trad,5.9,8,900,37.73378,-119.61232
"The Slack, Left","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107032569/the-slack-left,3.4,-1,Trad,5.10b,3,350,37.73009,-119.63786
"Just Do Me","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107095325/just-do-me,2.5,-1,Sport,5.10d,1,85,37.72843,-119.62458
"Moby Dick, Left","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874492/moby-dick-left,2.7,-1,Trad,5.9,2,,37.72875,-119.63724
"Party Mix","Southeast Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107038554/party-mix,3.4,-1,Trad,"5.10b PG13",1,60,37.72855,-119.63636
"Born Under A Bad Sign","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118216091/born-under-a-bad-sign,3.3,-1,"Trad, Aid","5.10 A5",14,2000,37.72954,-119.63438
"Basket Case","K. Basket Dome > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108290795/basket-case,3.3,-1,Trad,5.11b,7,800,37.7634,-119.55092
Gollum,"Southeast Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105879414/gollum,2.8,-1,Trad,5.8+,1,,37.72855,-119.63636
Simulkrime,"Southeast Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107161821/simulkrime,3.2,-1,"Trad, TR","5.9 R",1,200,37.72855,-119.63636
"Wild Turkey","2. Audubon Buttress > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111662805/wild-turkey,3.3,-1,Trad,5.10+,3,220,37.72563,-119.66692
"Lunar Eclipse","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120023833/lunar-eclipse,3.2,-1,"Trad, Aid","5.7 A4- PG13",18,2200,37.72954,-119.63438
"5.6 Chimney Above Grant's","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111336129/56-chimney-above-grants,2.4,-1,Trad,5.9,2,300,37.74499,-119.5999
"The Mountains are Calling","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119835151/the-mountains-are-calling,3.3,-1,Trad,5.11b,1,130,37.72875,-119.63724
"Edge of Night","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107505466/edge-of-night,3.3,-1,Trad,5.10c,2,180,37.74268,-119.60709
"700 Club","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110033601/700-club,3.0,-1,Sport,5.11c,1,70,37.74908,-119.58015
"Never Say Dog","4. Slab Happy Pinnacle > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111733841/never-say-dog,3.3,-1,Trad,"5.11b PG13",8,800,37.73113,-119.62451
"Shaky Flakes","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105939136/shaky-flakes,3.2,-1,Trad,"5.11a R",8,800,37.74702,-119.56893
"Arete Butler","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915111/arete-butler,1.9,-1,Trad,5.10a,1,115,37.74724,-119.57128
"Renus Wrinkle","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106387242/renus-wrinkle,2.8,-1,Trad,"5.10a R",1,,37.73059,-119.619
"El Cap Tree","Southeast Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107057624/el-cap-tree,2.6,-1,"Trad, Aid","5.7 C1-2",5,400,37.72855,-119.63636
"Round The Clock","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122463949/round-the-clock,3.0,-1,Trad,5.9,1,115,37.73059,-119.619
"Ten Days After","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106622935/ten-days-after,3.0,-1,"Trad, Aid","5.8 C3",13,1100,37.74778,-119.559
"Texas Chainsaw Massacre","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113609111/texas-chainsaw-massacre,3.0,-1,Trad,"5.11a PG13",2,200,37.74724,-119.57128
Chopper,"5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107409558/chopper,3.0,-1,Trad,5.10c,1,115,37.74268,-119.60709
"The Riddler","4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106042213/the-riddler,2.9,-1,Trad,5.10a,1,80,37.7263,-119.64275
"New Dawn","3. Southeast Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108170851/new-dawn,3.0,-1,"Trad, Aid","5.8+ A3",25,2500,37.72954,-119.63438
"Dihedral Wall","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119775252/dihedral-wall,3.0,-1,"Trad, Aid","5.8 A2",26,3000,37.73051,-119.63828
"Southern Man","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105900947/southern-man,2.6,-1,"Trad, Aid","5.10a C2",8,800,37.74778,-119.559
"Goat for it","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112802725/goat-for-it,2.4,-1,"Trad, TR",5.10a,1,80,37.74499,-119.5999
"The Slack Center","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106410313/the-slack-center,2.7,-1,Trad,5.10d,4,400,37.73009,-119.63786
"Arches Terrace","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106304615/arches-terrace,2.3,-1,Trad,"5.8 R",3,500,37.74702,-119.56893
Adrenaline,"Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113886286/adrenaline,2.8,-1,Trad,5.11b,1,160,37.74873,-119.57265
"Age of Industry","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105962459/age-of-industry,2.8,-1,Sport,5.11,1,80,37.74724,-119.57128
"Super Visor","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119381637/super-visor,3.0,-1,"Sport, Aid","5.10a A0",5,420,37.74724,-119.57128
"Honor thy Father","4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106404342/honor-thy-father,2.8,-1,Trad,"5.10c PG13",1,80,37.7263,-119.64275
"Wings of Steel","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118007757/wings-of-steel,3.0,-1,"Trad, Aid","5.10+ A3+ R",13,2000,37.73051,-119.63828
"Flight of the Albatross","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120096557/flight-of-the-albatross,3.0,-1,"Trad, Aid","5.10 A4",28,2900,37.73051,-119.63828
"Secret Storm","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105988555/secret-storm,2.6,-1,Trad,5.10a,2,250,37.74268,-119.60709
"Dark Star","Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109745185/dark-star,3.0,-1,Trad,5.10b,1,90,37.75124,-119.59748
"Nowhere Man","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119968521/nowhere-man,3.0,-1,Trad,5.10c,1,35,37.74778,-119.559
Lancelot,"5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105949952/lancelot,2.5,-1,Trad,5.9,1,115,37.74268,-119.60709
"Maple Jam","2. Lower Brother > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105986648/maple-jam,2.3,-1,Trad,5.10a,2,150,37.73378,-119.61232
Blackout,"Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107782269/blackout,2.5,-1,Trad,5.10+,1,135,37.75124,-119.59748
Nanbeeb,"Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111873946/nanbeeb,3.0,-1,Trad,5.10b,1,82,37.75124,-119.59748
"Power Failure","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105991628/power-failure,3.0,-1,Trad,5.11a,5,,37.74778,-119.559
[Redacted],"Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107027157/redacted,3.0,-1,Trad,5.10a,1,160,37.74702,-119.56893
Lagerhead,"2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110301752/lagerhead,3.0,-1,Trad,5.11a,1,80,37.72965,-119.62316
"The Dihardral","4. Slab Happy Pinnacle > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106935114/the-dihardral,3.0,-1,Trad,5.10c,3,,37.73113,-119.62451
"Orange Juice Avenue","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106612611/orange-juice-avenue,2.5,-1,Trad,5.10a,1,85,37.72965,-119.62316
"Franken pine","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121910306/franken-pine,3.0,-1,Trad,"5.10a R",1,40,37.72875,-119.63724
Mirage,"2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105877594/mirage,3.0,-1,"Trad, Aid","5.9 A4",1,,37.73051,-119.63828
"Mideast Crisis","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106635221/mideast-crisis,2.8,-1,"Trad, Aid","5.8 A2",13,,37.74778,-119.559
"Dong Wall","3. East Ledges > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117097010/dong-wall,3.0,-1,Trad,5.10d,3,360,37.73294,-119.62305
"Drain Bamage","Yosemite Falls Wall > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113927839/drain-bamage,3.0,-1,"Trad, Aid","5.11 A4",14,,37.75604,-119.59553
"Masquerade/Call Me Ishmael","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105939102/masqueradecall-me-ishmael,3.0,-1,Sport,5.11d,2,200,37.72875,-119.63724
"The Wand","Lehamite Falls > F. Indian Canyon > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113456390/the-wand,3.0,-1,Trad,"5.11c/d PG13",2,140,37.75902,-119.58155
"Slab Happy Pinnacle, Center","4. Slab Happy Pinnacle > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107905185/slab-happy-pinnacle-center,3.0,-1,Trad,5.10b,3,400,37.73113,-119.62451
"Left Side of the Folly","4. The Folly > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111094113/left-side-of-the-folly,3.0,-1,"Trad, Aid","5.9 C3",6,900,37.74177,-119.60763
"Rock Bottom","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111876138/rock-bottom,3.0,-1,Trad,5.11d,2,200,37.74268,-119.60709
"Here on the Inside","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110301775/here-on-the-inside,3.0,-1,Trad,5.11a,1,160,37.72965,-119.62316
"Queue Crack","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123481184/queue-crack,3.0,-1,Trad,5.8-,1,70,37.74873,-119.57265
"Work Around the Skirt","First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107874343/work-around-the-skirt,2.6,-1,Sport,5.10c,1,110,37.74798,-119.59857
Superstem,"1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107094282/superstem,2.4,-1,Sport,5.11a,1,50,37.72843,-119.62458
"Funge on Munge","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112277045/funge-on-munge,2.5,-1,Trad,5.11a,1,115,37.74499,-119.5999
"Face Card","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106533072/face-card,2.5,-1,Trad,5.10c,1,90,37.74724,-119.57128
"Bulging Puke","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118001726/bulging-puke,2.8,-1,"Trad, Aid","5.9 A2+",12,1400,37.74702,-119.56893
"Lemon (Direct Start)","Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119775490/lemon-direct-start,2.8,-1,Trad,5.10b,1,40,37.7507,-119.59446
"Split Pinnacle, East Arete","1. Upper Eagle Creek > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110464758/split-pinnacle-east-arete,2.6,-1,Trad,5.10c,4,,37.73668,-119.62203
Demimonde,"Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108943003/demimonde,2.4,-1,Sport,5.11c,1,120,37.74873,-119.57265
Raisin,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108010157/raisin,2.5,-1,Trad,"5.9 R",1,170,37.7507,-119.59446
"The Podium","Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108611712/the-podium,2.6,-1,Trad,5.10d,1,70,37.75124,-119.59748
"Tweedle Dee","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107586479/tweedle-dee,2.7,-1,Trad,5.8,3,350,37.74268,-119.60709
"Ugly Duckling","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106883592/ugly-duckling,2.3,-1,Trad,"5.10c R",2,200,37.74499,-119.5999
"Fire Fly","First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106652472/fire-fly,2.3,-1,Sport,5.8,1,115,37.74798,-119.59857
"Greasy but Groovy","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105939151/greasy-but-groovy,2.5,-1,Trad,"5.10d R",9,800,37.74702,-119.56893
"Volland Route","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107068575/volland-route,2.1,-1,Trad,5.7,1,100,37.74908,-119.58015
"Second Thoughts","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107095312/second-thoughts,1.6,-1,Trad,5.10a,1,85,37.72843,-119.62458
[Redacted],"1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107094414/redacted,2.3,-1,Sport,5.10c,1,85,37.72843,-119.62458
"Reeds Leads","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107017756/reeds-leads,2.3,-1,Trad,5.10b,1,150,37.72875,-119.63724
V-Crack,"A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108104346/v-crack,1.7,-1,"Trad, TR",5.7,1,30,37.74499,-119.5999
"Tammy Fae","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106611892/tammy-fae,2.3,-1,Trad,5.10c,1,130,37.74908,-119.58015
"Misty Wall (with free variation finishing on Escape from Tora Bora)","Yosemite Falls Wall > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117299036/misty-wall-with-free-variation-finishing-on-escape-from-tora-bora,2.5,-1,"Trad, Aid","5.10+ A2 PG13",12,1600,37.75604,-119.59553
"Center Route, Geek Towers","Yosemite Falls Wall > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/115408477/center-route-geek-towers,2.5,-1,Trad,5.10a,5,750,37.75604,-119.59553
